PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30654173","Linguistic networks associated with lexical, semantic and syntactic predictability in reading: A fixation-related fMRI study","Carter BT, Foster B, Muncy NM, Luke SG.","Neuroimage. 2019 Apr 1;189:224-240. doi: 10.1016/j.neuroimage.2019.01.018. Epub 2019 Jan 14.","Carter BT","Neuroimage","2019","2019/01/18","","","10.1016/j.neuroimage.2019.01.018"
"21112049","Developmental dyslexia and spatial relationship perception","Aleci C, Piana G, Piccoli M, Bertolini M.","Cortex. 2012 Apr;48(4):466-76. doi: 10.1016/j.cortex.2010.10.004. Epub 2010 Oct 28.","Aleci C","Cortex","2012","2010/11/30","","","10.1016/j.cortex.2010.10.004"
"20160299","An adaptive algorithm for fixation, saccade, and glissade detection in eyetracking data","Nyström M, Holmqvist K.","Behav Res Methods. 2010 Feb;42(1):188-204. doi: 10.3758/BRM.42.1.188.","Nyström M","Behav Res Methods","2010","2010/02/18","","","10.3758/BRM.42.1.188"
"23589233","The time course of semantic and associative priming effects is different in an attentional blink task","Murphy K, Hunt H.","Cogn Process. 2013 Aug;14(3):283-92. doi: 10.1007/s10339-013-0560-6. Epub 2013 Apr 16.","Murphy K","Cogn Process","2013","2013/04/17","","","10.1007/s10339-013-0560-6"
"21357412","Functional retinal locus rather than multiple PRLs?","Markowitz SN, Reyes SV, Shima N.","Invest Ophthalmol Vis Sci. 2011 Feb 28;52(2):1191; author reply 1191. doi: 10.1167/iovs.11-7197.","Markowitz SN","Invest Ophthalmol Vis Sci","2011","2011/03/02","","","10.1167/iovs.11-7197"
"27457807","Integration of parafoveal orthographic information during foveal word reading: beyond the sub-lexical level?","Snell J, Vitu F, Grainger J.","Q J Exp Psychol (Hove). 2017 Oct;70(10):1984-1996. doi: 10.1080/17470218.2016.1217247. Epub 2016 Aug 11.","Snell J","Q J Exp Psychol (Hove)","2017","2016/07/27","","","10.1080/17470218.2016.1217247"
"23241264","Eye movements reset visual perception","Paradiso MA, Meshi D, Pisarcik J, Levine S.","J Vis. 2012 Dec 12;12(13):11. doi: 10.1167/12.13.11.","Paradiso MA","J Vis","2012","2012/12/18","PMC4504334","","10.1167/12.13.11"
"21313984","Adolescents' attention to traditional and graphic tobacco warning labels: an eye-tracking approach","Peterson EB, Thomsen S, Lindsay G, John K.","J Drug Educ. 2010;40(3):227-44. doi: 10.2190/DE.40.3.b.","Peterson EB","J Drug Educ","2010","2011/02/15","","","10.2190/DE.40.3.b"
"26396109","Imaging correlates of neural control of ocular movements","Agarwal M, Ulmer JL, Chandra T, Klein AP, Mark LP, Mohan S.","Eur Radiol. 2016 Jul;26(7):2193-205. doi: 10.1007/s00330-015-4004-9. Epub 2015 Sep 22.","Agarwal M","Eur Radiol","2016","2015/09/24","","","10.1007/s00330-015-4004-9"
"25085650","Tracking Distraction","Franklin MS, Mrazek MD, Anderson CL, Johnston C, Smallwood J, Kingstone A, Schooler JW.","J Atten Disord. 2017 Apr;21(6):475-486. doi: 10.1177/1087054714543494. Epub 2016 Jul 27.","Franklin MS","J Atten Disord","2017","2014/08/03","","","10.1177/1087054714543494"
"23489240","Relationship between fixation stability measured with MP-1 and reading performance","Amore FM, Fasciani R, Silvestri V, Crossland MD, de Waure C, Cruciani F, Reibaldi A.","Ophthalmic Physiol Opt. 2013 Sep;33(5):611-7. doi: 10.1111/opo.12048. Epub 2013 Mar 15.","Amore FM","Ophthalmic Physiol Opt","2013","2013/03/16","","","10.1111/opo.12048"
"28987909","Event-related brain potentials reveal age-related changes in parafoveal-foveal integration during sentence processing","Payne BR, Federmeier KD.","Neuropsychologia. 2017 Nov;106:358-370. doi: 10.1016/j.neuropsychologia.2017.10.002. Epub 2017 Oct 4.","Payne BR","Neuropsychologia","2017","2017/10/09","PMC5720378","NIHMS915885","10.1016/j.neuropsychologia.2017.10.002"
"26479902","Control processes through the suppression of the automatic response activation triggered by task-irrelevant information in the Simon-type tasks","Kim S, Lee SH, Cho YS.","Acta Psychol (Amst). 2015 Nov;162:51-61. doi: 10.1016/j.actpsy.2015.10.001. Epub 2015 Oct 31.","Kim S","Acta Psychol (Amst)","2015","2015/10/20","","","10.1016/j.actpsy.2015.10.001"
"22064932","Sound can improve visual search in developmental dyslexia","de Boer-Schellekens L, Vroomen J.","Exp Brain Res. 2012 Jan;216(2):243-8. doi: 10.1007/s00221-011-2926-2. Epub 2011 Nov 8.","de Boer-Schellekens L","Exp Brain Res","2012","2011/11/09","PMC3258400","","10.1007/s00221-011-2926-2"
"22396465","Which image is in awareness during binocular rivalry? Reading perceptual status from eye movements","Hayashi R, Tanifuji M.","J Vis. 2012 Mar 6;12(3):5. doi: 10.1167/12.3.5.","Hayashi R","J Vis","2012","2012/03/08","","","10.1167/12.3.5"
"31184264","Pragmatic influences on sentence integration: Evidence from eye movements","Chen L, Paterson KB, Li X, Li L, Yang Y.","Q J Exp Psychol (Hove). 2019 Dec;72(12):2742-2751. doi: 10.1177/1747021819859829. Epub 2019 Jul 2.","Chen L","Q J Exp Psychol (Hove)","2019","2019/06/12","","","10.1177/1747021819859829"
"24726565","Asymmetrical control of fixation durations in scene viewing","Calen Walshe R, Nuthmann A.","Vision Res. 2014 Jul;100:38-46. doi: 10.1016/j.visres.2014.03.012. Epub 2014 Apr 12.","Calen Walshe R","Vision Res","2014","2014/04/15","","","10.1016/j.visres.2014.03.012"
"22950804","Serial and parallel processing in reading: investigating the effects of parafoveal orthographic information on nonisolated word recognition","Dare N, Shillcock R.","Q J Exp Psychol (Hove). 2013;66(3):487-504. doi: 10.1080/17470218.2012.703212. Epub 2012 Sep 6.","Dare N","Q J Exp Psychol (Hove)","2013","2012/09/07","","","10.1080/17470218.2012.703212"
"30208142","Eccentric fixation patterns, clinical findings, and reading speed in patients with bilateral toxoplasmic macular retinochoroiditis","Antunes-Foschini RMS, Ho W, Messias A.","Arq Bras Oftalmol. 2018 Sep-Oct;81(5):401-407. doi: 10.5935/0004-2749.20180078.","Antunes-Foschini RMS","Arq Bras Oftalmol","2018","2018/09/13","","","10.5935/0004-2749.20180078"
"22462503","Gaze following, gaze reading, and word learning in children at risk for autism","Gliga T, Elsabbagh M, Hudry K, Charman T, Johnson MH; BASIS Team.","Child Dev. 2012 May-Jun;83(3):926-38. doi: 10.1111/j.1467-8624.2012.01750.x. Epub 2012 Mar 29.","Gliga T","Child Dev","2012","2012/04/03","","","10.1111/j.1467-8624.2012.01750.x"
"27246520","An Investigation into the Processing of Lexicalized English Blend Words: Evidence from Lexical Decisions and Eye Movements During Reading","Juhasz BJ, Johnson RL, Brewer J.","J Psycholinguist Res. 2017 Apr;46(2):281-294. doi: 10.1007/s10936-016-9436-0.","Juhasz BJ","J Psycholinguist Res","2017","2016/06/02","","","10.1007/s10936-016-9436-0"
"20421675","Eye movement analysis for activity recognition using electrooculography","Bulling A, Ward JA, Gellersen H, Tröster G.","IEEE Trans Pattern Anal Mach Intell. 2011 Apr;33(4):741-53. doi: 10.1109/TPAMI.2010.86.","Bulling A","IEEE Trans Pattern Anal Mach Intell","2011","2010/04/28","","","10.1109/TPAMI.2010.86"
"26809725","A Vision of Reading","Grainger J, Dufau S, Ziegler JC.","Trends Cogn Sci. 2016 Mar;20(3):171-179. doi: 10.1016/j.tics.2015.12.008. Epub 2016 Jan 23.","Grainger J","Trends Cogn Sci","2016","2016/01/27","","","10.1016/j.tics.2015.12.008"
"24999811","An eye movement study on the role of the visual field defect in pure alexia","Bormann T, Wolfer SA, Hachmann W, Lagrèze WA, Konieczny L.","PLoS One. 2014 Jul 7;9(7):e100898. doi: 10.1371/journal.pone.0100898. eCollection 2014.","Bormann T","PLoS One","2014","2014/07/08","PMC4085070","","10.1371/journal.pone.0100898"
"30098189","Eye Tracking Results in Postconcussive Syndrome Versus Normative Participants","Wetzel PA, Lindblad AS, Raizada H, James N, Mulatya C, Kannan MA, Villamar Z, Gitchel GT, Weaver LK.","Invest Ophthalmol Vis Sci. 2018 Aug 1;59(10):4011-4019. doi: 10.1167/iovs.18-23815.","Wetzel PA","Invest Ophthalmol Vis Sci","2018","2018/08/12","","","10.1167/iovs.18-23815"
"26936388","Image Size Influences Visual Search and Perception of Hemorrhages When Reading Cranial CT: An Eye-Tracking Study","Venjakob AC, Marnitz T, Phillips P, Mello-Thoms CR.","Hum Factors. 2016 May;58(3):441-51. doi: 10.1177/0018720816630450. Epub 2016 Mar 2.","Venjakob AC","Hum Factors","2016","2016/03/04","","","10.1177/0018720816630450"
"29122203","Accident ahead? Difficulties of drivers with and without reading impairment recognising words and pictograms in variable message signs","Roca J, Tejero P, Insa B.","Appl Ergon. 2018 Feb;67:83-90. doi: 10.1016/j.apergo.2017.09.013. Epub 2017 Oct 3.","Roca J","Appl Ergon","2018","2017/11/11","","","10.1016/j.apergo.2017.09.013"
"22762257","Reading on LCD vs e-Ink displays: effects on fatigue and visual strain","Siegenthaler E, Bochud Y, Bergamin P, Wurtz P.","Ophthalmic Physiol Opt. 2012 Sep;32(5):367-74. doi: 10.1111/j.1475-1313.2012.00928.x. Epub 2012 Jul 4.","Siegenthaler E","Ophthalmic Physiol Opt","2012","2012/07/06","","","10.1111/j.1475-1313.2012.00928.x"
"30628036","Reading without spaces: The role of precise letter order","Mirault J, Snell J, Grainger J.","Atten Percept Psychophys. 2019 Apr;81(3):846-860. doi: 10.3758/s13414-018-01648-6.","Mirault J","Atten Percept Psychophys","2019","2019/01/11","PMC6407912","","10.3758/s13414-018-01648-6"
"29577409","Effect of treatment of symptomatic convergence insufficiency on reading in children: a pilot study","Scheiman M, Chase C, Borsting E, Mitchell GL, Kulp MT, Cotter SA; CITT-RS Study Group.","Clin Exp Optom. 2018 Jul;101(4):585-593. doi: 10.1111/cxo.12682. Epub 2018 Mar 25.","Scheiman M","Clin Exp Optom","2018","2018/03/27","","","10.1111/cxo.12682"
"23559230","Neuroscience. How to build a dream-reading machine","Underwood E.","Science. 2013 Apr 5;340(6128):21. doi: 10.1126/science.340.6128.21.","Underwood E","Science","2013","2013/04/06","","","10.1126/science.340.6128.21"
"28240816","Lateralization of posterior alpha EEG reflects the distribution of spatial attention during saccadic reading","Kornrumpf B, Dimigen O, Sommer W.","Psychophysiology. 2017 Jun;54(6):809-823. doi: 10.1111/psyp.12849. Epub 2017 Feb 27.","Kornrumpf B","Psychophysiology","2017","2017/02/28","","","10.1111/psyp.12849"
"31651593","Treatment of Symptomatic Convergence Insufficiency in Children Enrolled in the Convergence Insufficiency Treatment Trial-Attention & Reading Trial: A Randomized Clinical Trial","CITT-ART Investigator Group.","Optom Vis Sci. 2019 Nov;96(11):825-835. doi: 10.1097/OPX.0000000000001443.","CITT-ART Investigator Group","Optom Vis Sci","2019","2019/10/26","PMC6855327","NIHMS1538646","10.1097/OPX.0000000000001443"
"29857060","How pictures in picture storybooks support young children's story comprehension: An eye-tracking experiment","Takacs ZK, Bus AG.","J Exp Child Psychol. 2018 Oct;174:1-12. doi: 10.1016/j.jecp.2018.04.013. Epub 2018 May 29.","Takacs ZK","J Exp Child Psychol","2018","2018/06/02","","","10.1016/j.jecp.2018.04.013"
"21648333","Spatial and temporal measurements of eye movement in children with dyslexia","Kraljević JK, Palmović M.","Coll Antropol. 2011 Jan;35 Suppl 1:191-8.","Kraljević JK","Coll Antropol","2011","2011/06/09","","",""
"26605694","The effect of normal aging and age-related macular degeneration on perceptual learning","Astle AT, Blighe AJ, Webb BS, McGraw PV.","J Vis. 2015;15(10):16. doi: 10.1167/15.10.16.","Astle AT","J Vis","2015","2015/11/26","PMC4669204","","10.1167/15.10.16"
"21517222","Event-based plausibility immediately influences on-line language comprehension","Matsuki K, Chow T, Hare M, Elman JL, Scheepers C, McRae K.","J Exp Psychol Learn Mem Cogn. 2011 Jul;37(4):913-34. doi: 10.1037/a0022964.","Matsuki K","J Exp Psychol Learn Mem Cogn","2011","2011/04/27","PMC3130834","NIHMS278688","10.1037/a0022964"
"30365559","Eye-tracking evidence shows that non-fit messaging impacts attention, attitudes and choice","Fridman I, Ubel PA, Higgins ET.","PLoS One. 2018 Oct 26;13(10):e0205993. doi: 10.1371/journal.pone.0205993. eCollection 2018.","Fridman I","PLoS One","2018","2018/10/27","PMC6203368","","10.1371/journal.pone.0205993"
"22713414","Word-superiority in pure alexia","Starrfelt R, Gerlach C, Habekost T, Leff AP.","Behav Neurol. 2013;26(3):167-9. doi: 10.3233/BEN-2012-129002.","Starrfelt R","Behav Neurol","2013","2012/06/21","PMC5215698","","10.3233/BEN-2012-129002"
"29920538","Viewers can keep up with fast subtitles: Evidence from eye movements","Szarkowska A, Gerber-Morón O.","PLoS One. 2018 Jun 19;13(6):e0199331. doi: 10.1371/journal.pone.0199331. eCollection 2018.","Szarkowska A","PLoS One","2018","2018/06/20","PMC6007935","","10.1371/journal.pone.0199331"
"26096315","Oculomotor tasks affect differently postural control in healthy children","Bucci MP, Ajrezo L, Wiener-Vacher S.","Int J Dev Neurosci. 2015 Nov;46:1-6. doi: 10.1016/j.ijdevneu.2015.05.008. Epub 2015 Jun 18.","Bucci MP","Int J Dev Neurosci","2015","2015/06/23","","","10.1016/j.ijdevneu.2015.05.008"
"20811056","Task-specific fixation behavior in macular disease","Crossland MD, Crabb DP, Rubin GS.","Invest Ophthalmol Vis Sci. 2011 Jan 21;52(1):411-6. doi: 10.1167/iovs.10-5473.","Crossland MD","Invest Ophthalmol Vis Sci","2011","2010/09/03","","","10.1167/iovs.10-5473"
"27369316","Associations of reading posture, gaze angle and reading distance with myopia and myopic progression","Pärssinen O, Kauppinen M.","Acta Ophthalmol. 2016 Dec;94(8):775-779. doi: 10.1111/aos.13148. Epub 2016 Jul 1.","Pärssinen O","Acta Ophthalmol","2016","2016/07/03","","","10.1111/aos.13148"
"21094064","Oral reading after treatment of dense congenital unilateral cataract","Brown S.","J AAPOS. 2010 Dec;14(6):561-2; author reply 562-3. doi: 10.1016/j.jaapos.2010.09.005. Epub 2010 Nov 19.","Brown S","J AAPOS","2010","2010/11/25","","","10.1016/j.jaapos.2010.09.005"
"29172585","An eye-tracking examination of readers' sensitivity to pragmatic scope information during the processing of conditional inducements","Wood JS, Haigh M, Stewart AJ.","Can J Exp Psychol. 2018 Sep;72(3):197-207. doi: 10.1037/cep0000142. Epub 2017 Nov 27.","Wood JS","Can J Exp Psychol","2018","2017/11/28","","","10.1037/cep0000142"
"21669215","Optokinetic stimulation affects word omissions but not stimulus-centered reading errors in paragraph reading in neglect dyslexia","Reinhart S, Schindler I, Kerkhoff G.","Neuropsychologia. 2011 Jul;49(9):2728-35. doi: 10.1016/j.neuropsychologia.2011.05.022. Epub 2011 Jun 6.","Reinhart S","Neuropsychologia","2011","2011/06/15","","","10.1016/j.neuropsychologia.2011.05.022"
"24238519","Eye-movement study during visual search in Chinese children with developmental dyslexia","Li XH, Jing J, Yang DS, Wang H, Wang QX, Song SS, Fan F.","Chin Med J (Engl). 2013 Nov;126(22):4306-11.","Li XH","Chin Med J (Engl)","2013","2013/11/19","","",""
"24705886","Resolving Conflicts in Natural and Grammatical Gender Agreement: Evidence from Eye Movements","Dank M, Deutsch A, Bock K.","J Psycholinguist Res. 2015 Aug;44(4):435-67. doi: 10.1007/s10936-014-9291-9.","Dank M","J Psycholinguist Res","2015","2014/04/08","","","10.1007/s10936-014-9291-9"
"23307943","Attributing false beliefs about object identity reveals a signature blind spot in humans' efficient mind-reading system","Low J, Watts J.","Psychol Sci. 2013 Mar 1;24(3):305-11. doi: 10.1177/0956797612451469. Epub 2013 Jan 10.","Low J","Psychol Sci","2013","2013/01/12","","","10.1177/0956797612451469"
"20853985","Viewing another person's eye movements improves identification of pulmonary nodules in chest x-ray inspection","Litchfield D, Ball LJ, Donovan T, Manning DJ, Crawford T.","J Exp Psychol Appl. 2010 Sep;16(3):251-62. doi: 10.1037/a0020082.","Litchfield D","J Exp Psychol Appl","2010","2010/09/22","","","10.1037/a0020082"
"29045458","Individual differences in responsivity to social rewards: Insights from two eye-tracking tasks","Chakrabarti B, Haffey A, Canzano L, Taylor CP, McSorley E.","PLoS One. 2017 Oct 18;12(10):e0185146. doi: 10.1371/journal.pone.0185146. eCollection 2017.","Chakrabarti B","PLoS One","2017","2017/10/19","PMC5646758","","10.1371/journal.pone.0185146"
"27752961","Skilled adult readers activate the meanings of high-frequency words using phonology: Evidence from eye tracking","Jared D, O'Donnell K.","Mem Cognit. 2017 Feb;45(2):334-346. doi: 10.3758/s13421-016-0661-4.","Jared D","Mem Cognit","2017","2016/10/19","","","10.3758/s13421-016-0661-4"
"26944155","Objectifying eye movements during rapid number naming: Methodology for assessment of normative data for the King-Devick test","Rizzo JR, Hudson TE, Dai W, Desai N, Yousefi A, Palsana D, Selesnick I, Balcer LJ, Galetta SL, Rucker JC.","J Neurol Sci. 2016 Mar 15;362:232-9. doi: 10.1016/j.jns.2016.01.045. Epub 2016 Jan 22.","Rizzo JR","J Neurol Sci","2016","2016/03/06","PMC4821571","NIHMS772873","10.1016/j.jns.2016.01.045"
"24093194","Maximum reading speed and binocular summation in patients with central vision loss","Tarita-Nistor L, Brent MH, Markowitz SN, Steinbach MJ, González EG.","Can J Ophthalmol. 2013 Oct;48(5):443-9. doi: 10.1016/j.jcjo.2013.04.005.","Tarita-Nistor L","Can J Ophthalmol","2013","2013/10/08","","","10.1016/j.jcjo.2013.04.005"
"29185866","Eye-Movement Evidence for Object-Based Attention in Chinese Reading","Liu Y, Reichle ED.","Version 2. Psychol Sci. 2018 Feb;29(2):278-287. doi: 10.1177/0956797617734827. Epub 2017 Nov 29.","Liu Y","Psychol Sci","2018","2017/11/30","PMC5809268","NIHMS905908","10.1177/0956797617734827"
"30677056","Spontaneous eye movements during focused-attention mindfulness meditation","Matiz A, Crescentini C, Fabbro A, Budai R, Bergamasco M, Fabbro F.","PLoS One. 2019 Jan 24;14(1):e0210862. doi: 10.1371/journal.pone.0210862. eCollection 2019.","Matiz A","PLoS One","2019","2019/01/25","PMC6345481","","10.1371/journal.pone.0210862"
"30027208","Frequency of Visual Deficits in Children With Developmental Dyslexia","Raghuram A, Gowrisankaran S, Swanson E, Zurakowski D, Hunter DG, Waber DP.","JAMA Ophthalmol. 2018 Oct 1;136(10):1089-1095. doi: 10.1001/jamaophthalmol.2018.2797.","Raghuram A","JAMA Ophthalmol","2018","2018/07/21","PMC6583865","","10.1001/jamaophthalmol.2018.2797"
"29288270","Unstable Binocular Fixation Affects Reaction Times But Not Implicit Motor Learning in Dyslexia","Przekoracka-Krawczyk A, Brenk-Krakowska A, Nawrot P, Rusiak P, Naskrecki R.","Invest Ophthalmol Vis Sci. 2017 Dec 1;58(14):6470-6480. doi: 10.1167/iovs.16-21305.","Przekoracka-Krawczyk A","Invest Ophthalmol Vis Sci","2017","2017/12/31","","","10.1167/iovs.16-21305"
"21158883","An exploration of the initial effects of stereoscopic displays on optometric parameters","Fortuin MF, Lambooij MT, Ijsselsteijn WA, Heynderickx I, Edgar DF, Evans BJ.","Ophthalmic Physiol Opt. 2011 Jan;31(1):33-44. doi: 10.1111/j.1475-1313.2010.00804.x.","Fortuin MF","Ophthalmic Physiol Opt","2011","2010/12/17","","","10.1111/j.1475-1313.2010.00804.x"
"30234327","Attentional scope, rumination, and processing of emotional information: An eye-tracking study","Fang L, Sanchez-Lopez A, Koster EHW.","Emotion. 2019 Oct;19(7):1259-1267. doi: 10.1037/emo0000516. Epub 2018 Sep 20.","Fang L","Emotion","2019","2018/09/21","","","10.1037/emo0000516"
"28252994","Reading homophone puns: Evidence from eye tracking","Jared D, Bainbridge S.","Can J Exp Psychol. 2017 Mar;71(1):2-13. doi: 10.1037/cep0000109.","Jared D","Can J Exp Psychol","2017","2017/03/03","","","10.1037/cep0000109"
"22879425","Reproducibility of activation maps for longitudinal studies of visual function by functional magnetic resonance imaging","Ming J, Thulborn KR, Szlyk JP.","Invest Ophthalmol Vis Sci. 2012 Sep 14;53(10):6153-63. doi: 10.1167/iovs.11-8375.","Ming J","Invest Ophthalmol Vis Sci","2012","2012/08/11","PMC3444208","","10.1167/iovs.11-8375"
"24933717","Effect of oculomotor rehabilitation on accommodative responsivity in mild traumatic brain injury","Thiagarajan P, Ciuffreda KJ.","J Rehabil Res Dev. 2014;51(2):175-91. doi: 10.1682/JRRD.2013.01.0027.","Thiagarajan P","J Rehabil Res Dev","2014","2014/06/17","","","10.1682/JRRD.2013.01.0027"
"30901416","Evaluation of the Commercial, Off-the-Shelf (COTS) King-Devick Eye Tracking System","Onge PS, Temme LA, McAtee A, O'Brien KJ, Byrd BK.","Mil Med. 2019 Mar 1;184(Suppl 1):571-578. doi: 10.1093/milmed/usy380.","Onge PS","Mil Med","2019","2019/03/23","","","10.1093/milmed/usy380"
"21555333","Effects of acute alcohol intoxication on automated processing: evidence from the double-step paradigm","Vorstius C, Radach R, Lang AR.","J Psychopharmacol. 2012 Feb;26(2):262-72. doi: 10.1177/0269881111400645. Epub 2011 May 9.","Vorstius C","J Psychopharmacol","2012","2011/05/11","","","10.1177/0269881111400645"
"25516206","Improvement in reading symptoms following botulinum toxin A injection for convergence insufficiency type intermittent exotropia","Saunte JP, Christensen T.","Acta Ophthalmol. 2015 Aug;93(5):e391-2. doi: 10.1111/aos.12625. Epub 2014 Dec 17.","Saunte JP","Acta Ophthalmol","2015","2014/12/18","","","10.1111/aos.12625"
"24325438","How representative is the 'Representative Value' of refraction provided by the Shin-Nippon NVision-K 5001 autorefractor?","Tang WC, Tang YY, Lam CS.","Ophthalmic Physiol Opt. 2014 Jan;34(1):89-93. doi: 10.1111/opo.12098.","Tang WC","Ophthalmic Physiol Opt","2014","2013/12/12","","","10.1111/opo.12098"
"24470305","ICAT: a computational model for the adaptive control of fixation durations","Trukenbrod HA, Engbert R.","Psychon Bull Rev. 2014 Aug;21(4):907-34. doi: 10.3758/s13423-013-0575-0.","Trukenbrod HA","Psychon Bull Rev","2014","2014/01/29","","","10.3758/s13423-013-0575-0"
"22434620","Mutual inhibition and capacity sharing during parallel preparation of serial eye movements","Ray S, Bhutani N, Murthy A.","J Vis. 2012 Mar 20;12(3):17. doi: 10.1167/12.3.17.","Ray S","J Vis","2012","2012/03/22","","","10.1167/12.3.17"
"23344530","Priming the mental time-line: effects of modality and processing mode","Rolke B, Fernández SR, Schmid M, Walker M, Lachmair M, López JJ, Hervás G, Vázquez C.","Cogn Process. 2013 Aug;14(3):231-44. doi: 10.1007/s10339-013-0537-5. Epub 2013 Jan 24.","Rolke B","Cogn Process","2013","2013/01/25","","","10.1007/s10339-013-0537-5"
"26836011","Patients with Mild Alzheimer's Disease Fail When Using Their Working Memory: Evidence from the Eye Tracking Technique","Fernández G, Manes F, Politi LE, Orozco D, Schumacher M, Castro L, Agamennoni O, Rotstein NP.","J Alzheimers Dis. 2016;50(3):827-38. doi: 10.3233/JAD-150265.","Fernández G","J Alzheimers Dis","2016","2016/02/03","","","10.3233/JAD-150265"
"30909294","Processing speed in perceptual visual crowding","Pel JJM, Boer AC, van der Steen J.","J Vis. 2019 Mar 1;19(3):9. doi: 10.1167/19.3.9.","Pel JJM","J Vis","2019","2019/03/26","","","10.1167/19.3.9"
"30633876","Reading ability of children treated for amblyopia","Kugathasan L, Partanen M, Chu V, Lyons C, Giaschi D.","Vision Res. 2019 Mar;156:28-38. doi: 10.1016/j.visres.2019.01.001. Epub 2019 Jan 23.","Kugathasan L","Vision Res","2019","2019/01/12","","","10.1016/j.visres.2019.01.001"
"30725153","The programming of sequences of saccades","McSorley E, Gilchrist ID, McCloy R.","Exp Brain Res. 2019 Apr;237(4):1009-1018. doi: 10.1007/s00221-019-05481-7. Epub 2019 Feb 6.","McSorley E","Exp Brain Res","2019","2019/02/07","PMC6430760","","10.1007/s00221-019-05481-7"
"21835034","An evaluation of clinical treatment of convergence insufficiency for children with reading difficulties","Dusek WA, Pierscionek BK, McClelland JF.","BMC Ophthalmol. 2011 Aug 11;11:21. doi: 10.1186/1471-2415-11-21.","Dusek WA","BMC Ophthalmol","2011","2011/08/13","PMC3164602","","10.1186/1471-2415-11-21"
"23010141","Many roads lead to recognition: electrophysiological correlates of familiarity derived from short-term masked repetition priming","Lucas HD, Taylor JR, Henson RN, Paller KA.","Neuropsychologia. 2012 Nov;50(13):3041-52. doi: 10.1016/j.neuropsychologia.2012.07.036. Epub 2012 Aug 6.","Lucas HD","Neuropsychologia","2012","2012/09/27","PMC4425406","NIHMS666377","10.1016/j.neuropsychologia.2012.07.036"
"24223158","Basal ganglia neuronal activity during scanning eye movements in Parkinson's disease","Sieger T, Bonnet C, Serranová T, Wild J, Novák D, Růžička F, Urgošík D, Růžička E, Gaymard B, Jech R.","PLoS One. 2013 Nov 6;8(11):e78581. doi: 10.1371/journal.pone.0078581. eCollection 2013.","Sieger T","PLoS One","2013","2013/11/14","PMC3819366","","10.1371/journal.pone.0078581"
"28224480","Print exposure modulates the effects of repetition priming during sentence reading","Lowder MW, Gordon PC.","Psychon Bull Rev. 2017 Dec;24(6):1935-1942. doi: 10.3758/s13423-017-1248-1.","Lowder MW","Psychon Bull Rev","2017","2017/02/23","PMC5565724","NIHMS854627","10.3758/s13423-017-1248-1"
"27825288","Calendars in the brain; their perceptual characteristics and possible neural substrate","Ramachandran VS, Vajanaphanich M, Chunharas C.","Neurocase. 2016 Oct;22(5):461-465. doi: 10.1080/13554794.2016.1250913. Epub 2016 Nov 8.","Ramachandran VS","Neurocase","2016","2016/11/10","","","10.1080/13554794.2016.1250913"
"30999322","A Rhesus Monkey With a Naturally Occurring Impairment of Disparity Vergence. II. Abnormal Near Response Cell Activity in the Supraoculomotor Area","Walton MMG, Pallus A, Mustari M.","Invest Ophthalmol Vis Sci. 2019 Apr 1;60(5):1670-1676. doi: 10.1167/iovs.18-26440.","Walton MMG","Invest Ophthalmol Vis Sci","2019","2019/04/19","PMC6736280","","10.1167/iovs.18-26440"
"29999399","Cognate effects on anaphor processing","Lauro J, Schwartz AI.","J Exp Psychol Learn Mem Cogn. 2019 Mar;45(3):381-396. doi: 10.1037/xlm0000601. Epub 2018 Jul 12.","Lauro J","J Exp Psychol Learn Mem Cogn","2019","2018/07/13","","","10.1037/xlm0000601"
"24338446","Eye can read your mind: decoding gaze fixations to reveal categorical search targets","Zelinsky GJ, Peng Y, Samaras D.","J Vis. 2013 Dec 12;13(14):10. doi: 10.1167/13.14.10.","Zelinsky GJ","J Vis","2013","2013/12/17","PMC3862237","","10.1167/13.14.10"
"25068106","fMRI evidence of improved visual function in patients with progressive retinitis pigmentosa by eye-movement training","Yoshida M, Origuchi M, Urayama S, Takatsuki A, Kan S, Aso T, Shiose T, Sawamoto N, Miyauchi S, Fukuyama H, Seiyama A.","Neuroimage Clin. 2014 Feb 26;5:161-8. doi: 10.1016/j.nicl.2014.02.007. eCollection 2014.","Yoshida M","Neuroimage Clin","2014","2014/07/29","PMC4109700","","10.1016/j.nicl.2014.02.007"
"28353390","Evidence for a differential interference of noise in sub-lexical and lexical reading routes in healthy participants and dyslexics","Pina Rodrigues A, Rebola J, Jorge H, Ribeiro MJ, Pereira M, Castelo-Branco M, van Asselen M.","Cogn Neuropsychol. 2017 Feb-Mar;34(1-2):42-51. doi: 10.1080/02643294.2017.1299001. Epub 2017 Mar 29.","Pina Rodrigues A","Cogn Neuropsychol","2017","2017/03/30","","","10.1080/02643294.2017.1299001"
"20051351","Deterministic and stochastic postural processes: effects of task, environment, and age","Bonnet CT, Kinsella-Shaw JM, Frank TD, Bubela DJ, Harrison SJ, Turvey MT.","J Mot Behav. 2010 Jan-Feb;42(1):85-97. doi: 10.1080/00222890903498521.","Bonnet CT","J Mot Behav","2010","2010/01/07","","","10.1080/00222890903498521"
